Test Number:,315dmKlong427_38
Test Date:,4/25/2017
Post Test Comment:,
Data Description:,My Load2
Optional Title:,
Calculation:,Raw
Filter:,none

SEC,Nm
4.3000,577.1508
4.3040,575.3777
4.3080,573.6046
4.3120,573.6046
4.3160,572.7180
4.3200,570.0583
4.3240,567.3986
4.3280,568.2852
4.3320,568.2852
4.3360,565.6255
4.3400,564.7390
4.3440,564.7390
4.3480,562.9658
4.3520,562.9658
4.3560,561.1927
4.3600,559.4196
4.3640,559.4196
4.3680,558.5330
4.3720,555.8734
4.3760,554.9868
4.3800,554.1002
4.3840,554.1002
4.3880,552.3271
4.3920,550.5540
4.3960,548.7809
4.4000,548.7809
4.4040,547.0078
4.4080,546.1212
4.4120,547.0078
4.4160,544.3481
4.4200,542.5750
4.4240,542.5750
4.4280,540.8018
4.4320,539.9153
4.4360,539.9153
4.4400,539.0287
4.4440,539.0287
4.4480,537.2556
4.4520,537.2556
4.4560,534.5959
4.4600,535.4825
4.4640,533.7094
4.4680,532.8228
4.4720,531.0497
4.4760,530.1631
4.4800,530.1631
4.4840,529.2766
4.4880,526.6168
4.4920,525.7303
4.4960,525.7303
4.5000,524.8438
4.5040,522.1840
4.5080,521.2975
4.5120,521.2975
4.5160,521.2975
4.5200,518.6378
4.5240,515.9781
4.5280,515.9781
4.5320,515.9781
4.5360,514.2050
4.5400,513.3185
4.5440,512.4319
4.5480,512.4319
4.5520,510.6588
4.5560,509.7722
4.5600,508.8857
4.5640,508.8857
4.5680,507.9991
4.5720,506.2260
4.5760,504.4529
4.5800,505.3394
4.5840,503.5663
4.5880,500.9066
4.5920,500.9066
4.5960,500.9066
4.6000,499.1335
4.6040,497.3604
4.6080,496.4738
4.6120,497.3604
4.6160,495.5872
4.6200,493.8141
4.6240,494.7007
4.6280,492.9276
4.6320,492.0410
4.6360,490.2679
4.6400,491.1544
4.6440,489.3813
4.6480,488.4948
4.6520,488.4948
4.6560,488.4948
4.6600,485.8351
4.6640,485.8351
4.6680,484.9485
4.6720,484.0620
4.6760,483.1754
4.6800,481.4023
4.6840,482.2888
4.6880,481.4023
4.6920,481.4023
4.6960,480.5157
4.7000,478.7426
4.7040,479.6292
4.7080,477.8560
4.7120,476.0829
4.7160,474.3098
4.7200,474.3098
4.7240,472.5367
4.7280,473.4232
4.7320,472.5367
4.7360,469.8770
4.7400,468.9904
4.7440,469.8770
4.7480,468.1039
4.7520,467.2173
4.7560,466.3308
4.7600,464.5576
4.7640,465.4442
4.7680,463.6711
4.7720,461.0114
4.7760,461.0114
4.7800,461.0114
4.7840,458.3517
4.7880,457.4651
4.7920,455.6920
4.7960,455.6920
4.8000,454.8055
4.8040,453.9189
4.8080,452.1458
4.8120,451.2592
4.8160,452.1458
4.8200,451.2592
4.8240,449.4861
4.8280,449.4861
4.8320,449.4861
4.8360,447.7130
4.8400,445.0533
4.8440,445.0533
4.8480,445.0533
4.8520,443.2802
4.8560,442.3936
4.8600,441.5071
4.8640,441.5071
4.8680,439.7339
4.8720,438.8474
4.8760,437.9608
4.8800,437.0743
4.8840,437.0743
4.8880,434.4146
4.8920,433.5280
4.8960,432.6414
4.9000,431.7549
4.9040,429.9818
4.9080,429.9818
4.9120,429.0952
4.9160,427.3221
4.9200,427.3221
4.9240,426.4355
4.9280,424.6624
4.9320,423.7758
4.9360,424.6624
4.9400,423.7758
4.9440,423.7758
4.9480,422.8893
4.9520,422.0027
4.9560,420.2296
4.9600,420.2296
4.9640,419.3430
4.9680,418.4565
4.9720,416.6834
4.9760,416.6834
4.9800,416.6834
4.9840,414.9102
4.9880,412.2506
4.9920,412.2506
4.9960,411.3640
5.0000,410.4775
5.0040,410.4775
5.0080,408.7043
5.0120,407.8177
5.0160,406.9312
5.0200,406.0447
5.0240,403.3849
5.0280,403.3849
5.0320,403.3849
5.0360,402.4984
5.0400,398.9521
5.0440,398.9521
5.0480,398.9521
5.0520,398.0656
5.0560,397.1790
5.0600,397.1790
5.0640,396.2925
5.0680,394.5194
5.0720,394.5194
5.0760,392.7462
5.0800,392.7462
5.0840,390.9731
5.0880,390.0866
5.0920,389.2000
5.0960,388.3134
5.1000,387.4269
5.1040,386.5403
5.1080,386.5403
5.1120,385.6538
5.1160,385.6538
5.1200,382.9940
5.1240,382.9940
5.1280,382.1075
5.1320,382.1075
5.1360,379.4478
5.1400,377.6747
5.1440,376.7881
5.1480,377.6747
5.1520,375.9016
5.1560,375.0150
5.1600,374.1285
5.1640,375.0150
5.1680,373.2419
5.1720,371.4688
5.1760,370.5822
5.1800,370.5822
5.1840,369.6957
5.1880,369.6957
5.1920,368.8091
5.1960,367.9225
5.2000,366.1494
5.2040,366.1494
5.2080,365.2629
5.2120,364.3763
5.2160,364.3763
5.2200,362.6032
5.2240,360.8301
5.2280,361.7166
5.2320,360.8301
5.2360,359.0570
5.2400,357.2838
5.2440,357.2838
5.2480,355.5107
5.2520,355.5107
5.2560,354.6242
5.2600,353.7376
5.2640,353.7376
5.2680,351.9644
5.2720,350.1913
5.2760,350.1913
5.2800,350.1913
5.2840,350.1913
5.2880,348.4182
5.2920,346.6451
5.2960,347.5316
5.3000,346.6451
5.3040,343.9854
5.3080,343.0988
5.3120,343.0988
5.3160,343.0988
5.3200,341.3257
5.3240,339.5526
5.3280,339.5526
5.3320,339.5526
5.3360,339.5526
5.3400,336.8929
5.3440,336.8929
5.3480,336.0064
5.3520,335.1198
5.3560,333.3467
5.3600,333.3467
5.3640,333.3467
5.3680,330.6870
5.3720,329.8005
5.3760,328.9139
5.3800,328.0273
5.3840,327.1408
5.3880,327.1408
5.3920,325.3676
5.3960,325.3676
5.4000,325.3676
5.4040,323.5945
5.4080,321.8214
5.4120,320.9348
5.4160,321.8214
5.4200,320.0483
5.4240,320.9348
5.4280,319.1617
5.4320,318.2752
5.4360,317.3886
5.4400,315.6155
5.4440,315.6155
5.4480,313.8424
